County,Notes,Date_of_Exposure,Timeframe,Location_Name,Address,City,State,Zip_Code,Guidance,Reported_By,Source,Location_Type,Monitor_for_Symptoms_Until,column14,column15,ObjectId,Status,Score,Match_addr,Addr_type,geometry,OBJECTID
King,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-01T04:00:00Z,3:00pm–6:00pm,Topgolf,780 Logan Ave N,Renton,WA,98057,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Entertainment,2025-05-22T04:00:00Z,NA,NA,314,M,100,"780 Logan Ave N, Renton, Washington, 98057",PointAddress,"c(-13603772.4392, 6023210.8905)",314
King,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-02T04:00:00Z,12:00pm–3:30pm,LA Fitness,12321 120th Pl NE,Kirkland,WA,98034,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Gym,2025-05-23T04:00:00Z,NA,NA,315,M,100,"12321 120th Pl NE, Kirkland, Washington, 98034",PointAddress,"c(-13600986.5559, 6058540.4067)",315
King,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-02T04:00:00Z,1:30pm–4:00pm,Pho Mignon,12557 116th Ave NE,Kirkland,WA,98034,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Restaurant,2025-05-23T04:00:00Z,NA,NA,316,M,100,"12557 116th Ave NE, Kirkland, Washington, 98034",PointAddress,"c(-13601850.7272, 6059177.6816)",316
King,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-02T04:00:00Z,2:30pm–4:45pm,Kobo at Higo,604 S Jackson St,Seattle,WA,98104,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Retail,2025-05-23T04:00:00Z,NA,NA,317,M,100,"604 S Jackson St, Seattle, Washington, 98104",PointAddress,"c(-13617270.1435, 6040474.0823)",317
King,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-02T04:00:00Z,3:00pm–5:30pm,Uwajimaya,600 5th Ave S,Seattle,WA,98104,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Grocery Store,2025-05-23T04:00:00Z,NA,NA,318,M,100,"600 5th Ave S, Seattle, Washington, 98104",PointAddress,"c(-13617382.2424, 6040079.3656)",318
King,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-02T04:00:00Z,4:00pm–8:00pm,Stoup Brewing,1158 Broadway,Seattle,WA,98122,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Brewery,2025-05-23T04:00:00Z,NA,NA,319,M,100,"1158 Broadway, Seattle, Washington, 98122",StreetAddress,"c(-13616679.9411, 6042429.464)",319
King,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-02T04:00:00Z,6:15pm–10:00pm,Spicy Style of Sichuan,13200 Aurora Ave N,Seattle,WA,98133,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Restaurant,2025-05-23T04:00:00Z,NA,NA,320,M,100,"13200 Aurora Ave N, Seattle, Washington, 98133",PointAddress,"c(-13619179.8282, 6061226.9552)",320
Snohomish,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-02T04:00:00Z,8:30pm–11:30pm,Columbia Super Range,511 128th St SE,Everett,WA,98208,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Recreation Facility,2025-05-23T04:00:00Z,NA,NA,321,M,100,"511 128th St SE, Everett, Washington, 98208",PointAddress,"c(-13605873.5897, 6087408.243)",321
King,"Public Health – Seattle & King County was notified of a confirmed measles case in a Canadian resident. The person spent time in King and Snohomish counties between April 30 and May 3, 2025, while infectious. The individual’s vaccine status is unknown.?

In addition to traveling through Seattle-Tacoma International Airport, the person visited multiple public locations in Renton, Bellevue, Seattle, Everett and Woodinville while contagious with measles, but before being diagnosed with measles. If you are not immune to measles, or don't know your vaccination status, please see the list below for locations of potential exposure.

This case is not connected to any previous local measles cases. Public Health has responded to two other measles cases this year among people who traveled through King County but are not Washington state residents. There have been five cases of measles in Washington state residents this year.

""Globally and in the U.S., we are experiencing a significant measles resurgence. With over 1,000 cases reported so far this year nationally, 2025 is on track to have the highest number of measles cases in the U.S. since the early 1990s,"" said Meagan Kay, Medical Epidemiologist for Public Health – Seattle & King County. ""It’s an important time to check your vaccination status and get vaccinated if you aren’t protected.""

Fortunately, the measles vaccine is very effective. Two doses of measles, mumps and rubella (MMR) vaccine provides about 97% protection against getting infected by measles and that protection lasts a lifetime.?

For answers to frequent questions about measles, including how to protect your family if you’re traveling, visit our recent blog post.",2025-05-03T04:00:00Z,8:30am–1:30pm,Seattle-Tacoma International Airport (Gate S1),17801 International Blvd,SeaTac,WA,98158,"What to do if you were in a location of potential measles exposure
Most people in our area have immunity to measles through vaccination, so the risk to the general public is low. However, anyone who was in the locations of potential exposure to measles around the times listed should:

Find out if you have been vaccinated for measles or have had measles previously. Make sure you are up-to-date with the recommended number of measles (MMR) vaccinations.
Call a healthcare provider promptly if you develop an illness with fever or with an unexplained rash. To avoid possibly spreading measles to others, do not go to a clinic or hospital without calling first to tell them you want to be checked for measles after an exposure. It is also important to limit contact with others, especially those without known immunity.
If you were at the locations at the times listed above and are not immune to measles, the most likely time?you would become sick would be between May 7– 24, 2025, 2025. People who are immuno-compromised may take longer to experience symptoms.",King County,https://kingcounty.gov/en/dept/dph/about-king-county/about-public-health/news/news-archive-2025/05-13-measles-exposure,Airport,2025-05-24T04:00:00Z,NA,NA,322,M,100,"17801 International Blvd, Seattle, Washington, 98158",PointAddress,"c(-13614618.7901, 6014782.7757)",322
Cuyahoga,"A pediatric (child) case of measles has been confirmed in Cuyahoga County. The case was initially reported to our agency on May 4 and was confirmed as positive on May 6. The child was not vaccinated for measles. Treatment was provided at Hillcrest Hospital, where the child was examined by a physician and sent home to isolate for the duration of the illness. ",2025-05-02T04:00:00Z,3:50pm–6:15pm,Hillcrest Hospital (Atrium Lobby),6780 Mayfield Rd,Mayfield Heights,OH,44124,"If you suspect that you have been exposed to measles, contact your medical provider by phone prior to visiting their office. They can advise you about taking precautions to prevent those in the waiting room from potential exposure. Individuals experiencing symptoms should isolate immediately and avoid public transportation when seeking medical care. The best way to prevent measles is vaccination. The measles, mumps, and rubella (MMR) vaccine is highly effective and provides long-term immunity. Two doses of the MMR vaccine are recommended for children, first at 12-15 months of age and again at 4-6 years of age. With the protection of two doses, the vaccine is approximately 97% effective at preventing measles.  Adults who are unsure of their vaccination status should consult with their medical provider. ",Cuyahoga County Department of Health,https://www.senderspediatrics.com/SendersPediatrics2019/media/images/CCBH-MEASLES-ALERT-5-8-25.pdf,Hospital Public Area,2025-05-23T04:00:00Z,NA,NA,323,M,100,"6780 Mayfield Rd, Cleveland, Ohio, 44124",PointAddress,"c(-9065307.1901, 5089186.0437)",323
Cass,NA,2025-05-07T04:00:00Z,2:30pm–6:00pm,Essentia Health – The Lights West Fargo Clinic,"3150 Sheyenne St, Ste 240",West Fargo,ND,58078,"HHS, in coordination with Essentia Health, is identifying individuals who may have been exposed. Exposed individuals who were vaccinated don’t need to quarantine but should still monitor for symptoms for 21 days after exposure. Individuals who have not received a dose of the measles, mumps, rubella (MMR)?vaccine should quarantine (stay home) and monitor for symptoms for 21 days. 

“The MMR vaccine is 93% effective after one dose and 97% effective after two doses,” said Molly Howell, HHS immunization director. “People who are vaccinated and exposed to measles are not likely to develop the disease. MMR vaccination is critical to preventing the spread of measles in the community. Anyone who is eligible and has not yet been vaccinated is encouraged to contact a trusted health care provider about MMR vaccination.” 

MMR is recommended starting at 12-15 months of age with a second dose at 4 - 6 years of age. Children who have already received two post-12-month doses of MMR are considered fully vaccinated. Adults born before 1957 are generally presumed immune due to natural exposure. Adults born in 1957 or later should ensure they have received at least one documented dose of MMR.  

HHS is not recommending early (starting at six months) measles vaccination of infants in Cass County because cases there are linked to international travel. 

Early measles vaccination is currently recommended for people living or visiting Williams County, as a result of community-acquired transmissions.  

Individuals unsure of their vaccination status are encouraged to consult their health care provider. Immunization records can be reviewed at hhs.nd.gov/IRR or by contacting a provider.  ",NA,https://www.hhs.nd.gov/news/two-cases-measles-reported-cass-county,Medical Clinic,2025-05-28T04:00:00Z,NA,NA,324,M,100,"3150 Sheyenne St, West Fargo, North Dakota, 58078",PointAddress,"c(-10787609.387, 5915096.9113)",324
Cass,NA,2025-05-09T04:00:00Z,5:30pm–8:00pm,Essentia Health Walk-in Care – 52nd Ave,4110 51st Ave S,Fargo,ND,58104,"HHS, in coordination with Essentia Health, is identifying individuals who may have been exposed. Exposed individuals who were vaccinated don’t need to quarantine but should still monitor for symptoms for 21 days after exposure. Individuals who have not received a dose of the measles, mumps, rubella (MMR)?vaccine should quarantine (stay home) and monitor for symptoms for 21 days. 

“The MMR vaccine is 93% effective after one dose and 97% effective after two doses,” said Molly Howell, HHS immunization director. “People who are vaccinated and exposed to measles are not likely to develop the disease. MMR vaccination is critical to preventing the spread of measles in the community. Anyone who is eligible and has not yet been vaccinated is encouraged to contact a trusted health care provider about MMR vaccination.” 

MMR is recommended starting at 12-15 months of age with a second dose at 4 - 6 years of age. Children who have already received two post-12-month doses of MMR are considered fully vaccinated. Adults born before 1957 are generally presumed immune due to natural exposure. Adults born in 1957 or later should ensure they have received at least one documented dose of MMR.  

HHS is not recommending early (starting at six months) measles vaccination of infants in Cass County because cases there are linked to international travel. 

Early measles vaccination is currently recommended for people living or visiting Williams County, as a result of community-acquired transmissions.  

Individuals unsure of their vaccination status are encouraged to consult their health care provider. Immunization records can be reviewed at hhs.nd.gov/IRR or by contacting a provider.  ",NA,https://www.hhs.nd.gov/news/two-cases-measles-reported-cass-county,Walk-in Clinic,2025-05-30T04:00:00Z,NA,NA,325,M,100,"4110 51st Ave S, Fargo, North Dakota, 58104",PointAddress,"c(-10781085.6471, 5910229.7397)",325
St. Louis City,NA,2025-04-30T04:00:00Z,1:00pm–6:00pm,St. Louis Aquarium,201 S 18th St,St. Louis,MO,63103,"Anyone who has been exposed to measles should be monitoring any possible symptoms for 21 days. Symptoms generally appear seven to 14 days after exposure.

White spots in the mouth may appear two to three days after symptoms. A rash may appear three to five days after symptoms.

Measles can be transmitted from direct contact with droplets or through the air when an infected person breathes, coughs or sneezes. It is so contagious that an infected person can ""easily"" pass the virus to 9 out of 10 people around them who are unvaccinated or don't have natural immunity, the DHSS said.

Measles can lead to serious health issues like pneumonia, brain swelling and even death.

The virus can remain in the air and on surfaces for two hours after the infected person leaves the area, the DHSS said.

Two doses of a combination measles-mumps-rubella vaccine provide 97% protection from measles. These are recommended between the ages of 12-15 months and then another dose between 4-6 years.

It is possible to contract measles even if someone has been vaccinated, but symptoms are usually less severe.

People who think they have measles or have been exposed should isolate themselves immediately and call their health care provider before being tested.",Local News,https://www.kmbc.com/article/possible-measles-exposure-missouri-st-louis-spread/64671314,Aquarium,2025-05-21T04:00:00Z,NA,NA,326,M,100,"201 S 18th St, Saint Louis, Missouri, 63103",StreetAddress,"c(-10041807.9937, 4668381.0579)",326
Lamar,"As of today, May 19, 2025, there is 1 additional measles case bringing the total to 20 cases in Lamar County.  New identified exposure site occurred on May 9th at the Paris Junior College Graduation that was held at Paris High School.",2025-05-09T04:00:00Z,Unknown,Paris High School (PJC Graduation),2255 S Collegiate Dr,Paris,TX,75460,"If you believe you were at one of the locations during the dates listed, our recommendation is to begin monitoring for symptoms, and check vaccination status.

Symptoms may include:

High fever
Cough
Runny nose
Red, watery eyes
Rash, typically starting on the face and spreading downward 2-5 days after initial symptoms.
If you suspect that you or your child have measles and wish to seek care, the Paris-Lamar County Health District advises to call your health care provider, urgent care, or hospital emergency room before leaving home, to facilitate a safe visit and reduce exposure for staff and other patients.",Paris Lamar County Health Department,http://parislamarhealth.com/,School/Auditorium,2025-05-30T04:00:00Z,NA,NA,327,M,100,"2255 S Collegiate Dr, Paris, Texas, 75460",PointAddress,"c(-10633550.0152, 3979639.6672)",327
Lamar,Paris-Lamar County Health officials are investigating confirmed and possible cases of measles in Lamar County. Disease investigators with the Paris-Lamar County Health District are working on contact tracing.,2025-02-17T05:00:00Z,Unknown,Walmart,3855 Lamar Ave,Paris,TX,75460,"If you believe you were at one of the locations during the dates listed, our recommendation is to begin monitoring for symptoms, and check vaccination status.

Symptoms may include:

High fever
Cough
Runny nose
Red, watery eyes
Rash, typically starting on the face and spreading downward 2-5 days after initial symptoms.
If you suspect that you or your child have measles and wish to seek care, the Paris-Lamar County Health District advises to call your health care provider, urgent care, or hospital emergency room before leaving home, to facilitate a safe visit and reduce exposure for staff and other patients.",Paris Lamar County Health Department,http://parislamarhealth.com/,Retail Store,2025-03-10T04:00:00Z,NA,NA,328,M,100,"3855 Lamar Ave, Paris, Texas, 75462",PointAddress,"c(-10631663.8158, 3983856.8318)",328
Lamar,Paris-Lamar County Health officials are investigating confirmed and possible cases of measles in Lamar County. Disease investigators with the Paris-Lamar County Health District are working on contact tracing.,2025-03-11T04:00:00Z,5:30pm–7:00pm,Paris Junior High Indoor Athletic Facility,2400 Jefferson Rd,Paris,TX,75460,"If you believe you were at one of the locations during the dates listed, our recommendation is to begin monitoring for symptoms, and check vaccination status.

Symptoms may include:

High fever
Cough
Runny nose
Red, watery eyes
Rash, typically starting on the face and spreading downward 2-5 days after initial symptoms.
If you suspect that you or your child have measles and wish to seek care, the Paris-Lamar County Health District advises to call your health care provider, urgent care, or hospital emergency room before leaving home, to facilitate a safe visit and reduce exposure for staff and other patients.",Paris Lamar County Health Department,http://parislamarhealth.com/,School Facility,2025-04-01T04:00:00Z,NA,NA,329,M,100,"2400 Jefferson Rd, Paris, Texas, 75460",PointAddress,"c(-10634740.2383, 3980605.1624)",329
Lamar,Paris-Lamar County Health officials are investigating confirmed and possible cases of measles in Lamar County. Disease investigators with the Paris-Lamar County Health District are working on contact tracing.,2025-03-15T04:00:00Z,Evening,Dollar Store,8380 US-271 N,Powderly,TX,75473,"If you believe you were at one of the locations during the dates listed, our recommendation is to begin monitoring for symptoms, and check vaccination status.

Symptoms may include:

High fever
Cough
Runny nose
Red, watery eyes
Rash, typically starting on the face and spreading downward 2-5 days after initial symptoms.
If you suspect that you or your child have measles and wish to seek care, the Paris-Lamar County Health District advises to call your health care provider, urgent care, or hospital emergency room before leaving home, to facilitate a safe visit and reduce exposure for staff and other patients.",Paris Lamar County Health Department,http://parislamarhealth.com/,Retail Store,2025-04-05T04:00:00Z,NA,NA,330,M,100,"8380 US-271 N, Powderly, Texas, 75473",StreetAddress,"c(-10633729.7152, 4003298.6258)",330
